Id,DivisionId,TotalPlaces,PromotionPlaces,PlayOffPlaces,RelegationPlaces,RelegationPlayOffPlaces,Comments,ReElectionPlaces,PointsForWin,FailedReElectionPosition,StartYear,EndYear
1,1,22,0,0,3,0,,0,3,,1992,1993
2,1,22,0,0,3,0,,0,3,,1993,1994
3,1,22,0,0,4,0,,0,3,,1994,1995
4,1,20,0,0,3,0,,0,3,,1995,1996
5,1,20,0,0,3,0,,0,3,,1996,1997
6,1,20,0,0,3,0,,0,3,,1997,1998
7,1,20,0,0,3,0,,0,3,,1998,1999
8,1,20,0,0,3,0,,0,3,,1999,2000
9,1,20,0,0,3,0,,0,3,,2000,2001
10,1,20,0,0,3,0,,0,3,,2001,2002
11,1,20,0,0,3,0,,0,3,,2002,2003
12,1,20,0,0,3,0,,0,3,,2003,2004
13,1,20,0,0,3,0,,0,3,,2004,2005
14,1,20,0,0,3,0,,0,3,,2005,2006
15,1,20,0,0,3,0,,0,3,,2006,2007
16,1,20,0,0,3,0,,0,3,,2007,2008
17,1,20,0,0,3,0,,0,3,,2008,2009
18,1,20,0,0,3,0,,0,3,,2009,2010
19,1,20,0,0,3,0,,0,3,,2010,2011
20,1,20,0,0,3,0,,0,3,,2011,2012
21,1,20,0,0,3,0,,0,3,,2012,2013
22,1,20,0,0,3,0,,0,3,,2013,2014
23,1,20,0,0,3,0,,0,3,,2014,2015
24,1,20,0,0,3,0,,0,3,,2015,2016
25,1,20,0,0,3,0,,0,3,,2016,2017
26,1,20,0,0,3,0,,0,3,,2017,2018
27,3,24,2,4,3,0,,0,3,,1992,1993
28,3,24,2,4,3,0,,0,3,,1993,1994
29,3,24,1,4,4,0,,0,3,,1994,1995
30,3,24,2,4,3,0,,0,3,,1995,1996
31,3,24,2,4,3,0,,0,3,,1996,1997
32,3,24,2,4,3,0,,0,3,,1997,1998
34,3,24,2,4,3,0,,0,3,,1998,1999
35,3,24,2,4,3,0,,0,3,,1999,2000
36,3,24,2,4,3,0,,0,3,,2000,2001
37,3,24,2,4,3,0,,0,3,,2001,2002
38,3,24,2,4,3,0,,0,3,,2002,2003
39,3,24,2,4,3,0,,0,3,,2003,2004
40,2,24,2,4,3,0,,0,3,,2004,2005
41,2,24,2,4,3,0,,0,3,,2005,2006
42,2,24,2,4,3,0,,0,3,,2006,2007
43,2,24,2,4,3,0,,0,3,,2007,2008
44,2,24,2,4,3,0,,0,3,,2008,2009
45,2,24,2,4,3,0,,0,3,,2009,2010
46,2,24,2,4,3,0,,0,3,,2010,2011
47,2,24,2,4,3,0,,0,3,,2011,2012
48,2,24,2,4,3,0,,0,3,,2012,2013
49,2,24,2,4,3,0,,0,3,,2013,2014
50,2,24,2,4,3,0,,0,3,,2014,2015
51,2,24,2,4,3,0,,0,3,,2015,2016
52,2,24,2,4,3,0,,0,3,,2017,2018
53,2,24,2,4,3,0,,0,3,,2016,2017
54,5,24,2,4,4,0,,0,3,,1992,1993
55,5,24,2,4,4,0,,0,3,,1993,1994
56,5,24,1,4,5,0,,0,3,,1994,1995
57,5,24,2,4,4,0,,0,3,,1995,1996
58,5,24,2,4,4,0,,0,3,,1996,1997
59,5,24,2,4,4,0,,0,3,,1997,1998
61,5,24,2,4,4,0,,0,3,,1998,1999
62,5,24,2,4,4,0,,0,3,,1999,2000
63,5,24,2,4,4,0,,0,3,,2000,2001
64,5,24,2,4,4,0,,0,3,,2001,2002
65,5,24,2,4,4,0,,0,3,,2002,2003
66,5,24,2,4,4,0,,0,3,,2003,2004
67,4,24,2,4,4,0,,0,3,,2004,2005
68,4,24,2,4,4,0,,0,3,,2005,2006
69,4,24,2,4,4,0,,0,3,,2006,2007
70,4,24,2,4,4,0,,0,3,,2007,2008
71,4,24,2,4,4,0,,0,3,,2008,2009
72,4,24,2,4,4,0,,0,3,,2009,2010
73,4,24,2,4,4,0,,0,3,,2010,2011
74,4,24,2,4,4,0,,0,3,,2011,2012
75,4,24,2,4,4,0,,0,3,,2012,2013
76,4,24,2,4,4,0,,0,3,,2013,2014
77,4,24,2,4,4,0,,0,3,,2014,2015
78,4,24,2,4,4,0,,0,3,,2015,2016
79,4,24,2,4,4,0,,0,3,,2017,2018
80,4,24,2,4,4,0,,0,3,,2016,2017
81,7,22,3,4,1,0,,0,3,,1992,1993
82,7,22,3,4,0,0,,0,3,,1993,1994
83,7,22,2,4,0,0,,0,3,,1994,1995
84,7,24,3,4,0,0,,0,3,,1995,1996
85,7,24,3,4,1,0,,0,3,,1996,1997
86,7,24,3,4,1,0,,0,3,,1997,1998
88,7,24,3,4,1,0,,0,3,,1998,1999
89,7,24,3,4,1,0,,0,3,,1999,2000
90,7,24,3,4,1,0,,0,3,,2000,2001
91,7,24,3,4,1,0,,0,3,,2001,2002
92,7,24,3,4,2,0,,0,3,,2002,2003
93,7,24,3,4,2,0,,0,3,,2003,2004
94,6,24,3,4,2,0,,0,3,,2004,2005
95,6,24,3,4,2,0,,0,3,,2005,2006
96,6,24,3,4,2,0,,0,3,,2006,2007
97,6,24,3,4,2,0,,0,3,,2007,2008
98,6,24,3,4,2,0,,0,3,,2008,2009
99,6,24,3,4,2,0,,0,3,,2009,2010
100,6,24,3,4,2,0,,0,3,,2010,2011
101,6,24,3,4,2,0,,0,3,,2011,2012
102,6,24,3,4,2,0,,0,3,,2012,2013
103,6,24,3,4,2,0,,0,3,,2013,2014
104,6,24,3,4,2,0,,0,3,,2014,2015
105,6,24,3,4,2,0,,0,3,,2015,2016
106,6,24,3,4,2,0,,0,3,,2017,2018
107,6,24,3,4,2,0,,0,3,,2016,2017
108,10,22,0,0,3,0,,0,3,,1991,1992
109,11,24,2,4,3,0,,0,3,,1991,1992
110,12,24,2,4,4,0,,0,3,,1991,1992
111,16,22,3,4,0,0,Aldershot were expelled from the Football League in March 1992 and their results expunged,0,3,,1991,1992
112,10,20,0,0,2,0,,0,3,,1990,1991
113,11,24,3,4,2,0,,0,3,,1990,1991
114,12,24,3,4,3,0,,0,3,,1990,1991
115,16,24,4,4,0,0,,0,3,,1990,1991
116,10,20,0,0,3,0,,0,3,,1989,1990
117,11,24,2,4,3,0,Sunderland were promoted in place of Swindon Town due to financial irregularities,0,3,,1989,1990
118,12,24,2,4,4,0,,0,3,,1989,1990
119,16,24,3,4,1,0,,0,3,,1989,1990
120,10,20,0,0,3,0,,0,3,,1988,1989
121,11,24,2,4,3,0,,0,3,,1988,1989
122,12,24,2,4,4,0,,0,3,,1988,1989
123,16,24,3,4,1,0,,0,3,,1988,1989
124,10,21,0,0,3,1,,0,3,,1987,1988
125,11,23,2,3,2,1,,0,3,,1987,1988
126,12,24,2,3,3,1,,0,3,,1987,1988
127,16,24,3,3,1,0,,0,3,,1987,1988
128,10,22,0,0,3,1,,0,3,,1986,1987
129,11,22,2,3,2,1,,0,3,,1986,1987
130,12,24,2,3,3,1,,0,3,,1986,1987
131,16,24,3,3,1,0,,0,3,,1986,1987
132,10,22,0,0,3,0,,0,3,,1985,1986
133,11,22,3,0,3,0,,0,3,,1985,1986
134,12,24,3,0,4,0,,0,3,,1985,1986
135,16,24,4,0,0,0,,4,3,,1985,1986
136,10,22,0,0,3,0,,0,3,,1984,1985
137,11,22,3,0,3,0,,0,3,,1984,1985
138,12,24,3,0,4,0,Bradford City vs Lincoln City was abandoned after 40 mins but the result stands,0,3,,1984,1985
139,16,24,4,0,0,0,,4,3,,1984,1985
140,10,22,0,0,3,0,,0,3,,1983,1984
141,11,22,3,0,3,0,,0,3,,1983,1984
142,12,24,3,0,4,0,,0,3,,1983,1984
143,16,24,4,0,0,0,,4,3,,1983,1984
144,10,22,0,0,3,0,,0,3,,1982,1983
145,11,22,3,0,3,0,,0,3,,1982,1983
146,12,24,3,0,4,0,,0,3,,1982,1983
147,16,24,4,0,0,0,,4,3,,1982,1983
148,10,22,0,0,3,0,,0,3,,1981,1982
149,11,22,3,0,3,0,,0,3,,1981,1982
150,12,24,3,0,4,0,,0,3,,1981,1982
151,16,24,4,0,0,0,,4,3,,1981,1982
152,10,22,0,0,3,0,,0,2,,1980,1981
153,11,22,3,0,3,0,,0,2,,1980,1981
154,12,24,3,0,4,0,,0,2,,1980,1981
155,16,24,4,0,0,0,,4,2,,1980,1981
156,10,22,0,0,3,0,,0,2,,1979,1980
157,11,22,3,0,3,0,,0,2,,1979,1980
158,12,24,3,0,4,0,,0,2,,1979,1980
159,16,24,4,0,0,0,,4,2,,1979,1980
160,10,22,0,0,3,0,,0,2,,1978,1979
161,11,22,3,0,3,0,,0,2,,1978,1979
162,12,24,3,0,4,0,,0,2,,1978,1979
163,16,24,4,0,0,0,,4,2,,1978,1979
164,10,22,0,0,3,0,,0,2,,1977,1978
165,11,22,3,0,3,0,,0,2,,1977,1978
166,12,24,3,0,4,0,,0,2,,1977,1978
167,16,24,4,0,0,0,,4,2,23,1977,1978
168,10,22,0,0,3,0,,0,2,,1976,1977
169,11,22,3,0,3,0,,0,2,,1976,1977
170,12,24,3,0,4,0,,0,2,,1976,1977
171,16,24,4,0,0,0,,4,2,24,1976,1977
172,10,22,0,0,3,0,,0,2,,1975,1976
173,11,22,3,0,3,0,,0,2,,1975,1976
174,12,24,3,0,4,0,,0,2,,1975,1976
175,16,24,4,0,0,0,,4,2,,1975,1976
176,10,22,0,0,3,0,,0,2,,1974,1975
177,11,22,3,0,3,0,,0,2,,1974,1975
178,12,24,3,0,4,0,,0,2,,1974,1975
179,16,24,4,0,0,0,,4,2,,1974,1975
180,10,22,0,0,3,0,,0,2,,1973,1974
181,11,22,3,0,3,0,,0,2,,1973,1974
182,12,24,3,0,4,0,,0,2,,1973,1974
183,16,24,4,0,0,0,Scunthorpe United vs Exeter City was never played as Exeter City failed to turn up. Scunthorpe United were awarded the 2 points,4,2,,1973,1974
184,10,22,0,0,2,0,,0,2,,1972,1973
185,11,22,2,0,2,0,,0,2,,1972,1973
186,12,24,2,0,4,0,,0,2,,1972,1973
187,16,24,4,0,0,0,,4,2,,1972,1973
188,10,22,0,0,2,0,,0,2,,1971,1972
189,11,22,2,0,2,0,,0,2,,1971,1972
190,12,24,2,0,4,0,,0,2,,1971,1972
191,16,24,4,0,0,0,,4,2,22,1971,1972
192,10,22,0,0,2,0,,0,2,,1970,1971
193,11,22,2,0,2,0,,0,2,,1970,1971
194,12,24,2,0,4,0,,0,2,,1970,1971
195,16,24,4,0,0,0,,4,2,,1970,1971
196,10,22,0,0,2,0,,0,2,,1969,1970
197,11,22,2,0,2,0,,0,2,,1969,1970
198,12,24,2,0,4,0,,0,2,,1969,1970
199,16,24,4,0,0,0,,4,2,24,1969,1970
200,10,22,0,0,2,0,,0,2,,1968,1969
201,11,22,2,0,2,0,,0,2,,1968,1969
202,12,24,2,0,4,0,,0,2,,1968,1969
203,16,24,4,0,0,0,,4,2,,1968,1969
204,10,22,0,0,2,0,,0,2,,1967,1968
205,11,22,2,0,2,0,,0,2,,1967,1968
206,12,24,2,0,4,0,,0,2,,1967,1968
207,16,24,4,0,0,0,Port Vale had to apply for re-election despite finishing 18th due to financial irregularities and were successful,4,2,,1967,1968
208,10,22,0,0,2,0,,0,2,,1966,1967
209,11,22,2,0,2,0,,0,2,,1966,1967
210,12,24,2,0,4,0,,0,2,,1966,1967
211,16,24,4,0,0,0,,4,2,,1966,1967
212,10,22,0,0,2,0,,0,2,,1965,1966
213,11,22,2,0,2,0,,0,2,,1965,1966
214,12,24,2,0,4,0,,0,2,,1965,1966
215,16,24,4,0,0,0,,4,2,,1965,1966
216,10,22,0,0,2,0,,0,2,,1964,1965
217,11,22,2,0,2,0,,0,2,,1964,1965
218,12,24,2,0,4,0,,0,2,,1964,1965
219,16,24,4,0,0,0,,4,2,,1964,1965
220,10,22,0,0,2,0,,0,2,,1963,1964
221,11,22,2,0,2,0,,0,2,,1963,1964
222,12,24,2,0,4,0,,0,2,,1963,1964
223,16,24,4,0,0,0,,4,2,,1963,1964
224,10,22,0,0,2,0,,0,2,,1962,1963
225,11,22,2,0,2,0,,0,2,,1962,1963
226,12,24,2,0,4,0,,0,2,,1962,1963
227,16,24,4,0,0,0,,4,2,,1962,1963
228,10,22,0,0,2,0,,0,2,,1961,1962
229,11,22,2,0,2,0,,0,2,,1961,1962
230,12,24,2,0,4,0,,0,2,,1961,1962
231,16,23,4,0,0,0,Accrington Stanley resigned from the league after 33 games and their results were expunged,3,2,,1961,1962
232,10,22,0,0,2,0,,0,2,,1960,1961
233,11,22,2,0,2,0,,0,2,,1960,1961
234,12,24,2,0,4,0,,0,2,,1960,1961
235,16,24,4,0,0,0,,4,2,,1960,1961
236,10,22,0,0,2,0,,0,2,,1959,1960
237,11,22,2,0,2,0,,0,2,,1959,1960
238,12,24,2,0,4,0,,0,2,,1959,1960
239,16,24,4,0,0,0,,4,2,22,1959,1960
240,10,22,0,0,2,0,,0,2,,1958,1959
241,11,22,2,0,2,0,,0,2,,1958,1959
242,12,24,2,0,4,0,,0,2,,1958,1959
243,16,24,4,0,0,0,,4,2,,1958,1959
244,10,22,0,0,2,0,,0,2,,1957,1958
245,11,22,2,0,2,0,,0,2,,1957,1958
246,14,24,1,0,0,0,Teams in positions 13 - 24 were moved to the Fourth Division for the 1958 - 1959 season,2,2,,1957,1958
247,15,24,1,0,0,0,Teams in positions 13 - 24 were moved to the Fourth Division for the 1958 - 1959 season,2,2,,1957,1958
248,10,22,0,0,2,0,,0,2,,1956,1957
249,11,22,2,0,2,0,,0,2,,1956,1957
250,14,24,1,0,0,0,,2,2,,1956,1957
251,15,24,1,0,0,0,,2,2,,1956,1957
252,10,22,0,0,2,0,,0,2,,1955,1956
253,11,22,2,0,2,0,,0,2,,1955,1956
254,14,24,1,0,0,0,,2,2,,1955,1956
255,15,24,1,0,0,0,,2,2,,1955,1956
256,10,22,0,0,2,0,,0,2,,1954,1955
257,11,22,2,0,2,0,,0,2,,1954,1955
258,14,24,1,0,0,0,,2,2,,1954,1955
259,15,24,1,0,0,0,,2,2,,1954,1955
260,10,22,0,0,2,0,,0,2,,1953,1954
261,11,22,2,0,2,0,,0,2,,1953,1954
262,14,24,1,0,0,0,,2,2,,1953,1954
263,15,24,1,0,0,0,,2,2,,1953,1954
264,10,22,0,0,2,0,,0,2,,1952,1953
265,11,22,2,0,2,0,,0,2,,1952,1953
266,14,24,1,0,0,0,,2,2,,1952,1953
267,15,24,1,0,0,0,,2,2,,1952,1953
268,10,22,0,0,2,0,,0,2,,1951,1952
269,11,22,2,0,2,0,,0,2,,1951,1952
270,14,24,1,0,0,0,,2,2,,1951,1952
271,15,24,1,0,0,0,,2,2,,1951,1952
272,10,22,0,0,2,0,,0,2,,1950,1951
273,11,22,2,0,2,0,,0,2,,1950,1951
274,14,24,1,0,0,0,,2,2,24,1950,1951
275,15,24,1,0,0,0,,2,2,,1950,1951
276,10,22,0,0,2,0,,0,2,,1949,1950
277,11,22,2,0,2,0,,0,2,,1949,1950
278,14,22,1,0,0,0,,2,2,,1949,1950
279,15,22,1,0,0,0,,2,2,,1949,1950
280,10,22,0,0,2,0,,0,2,,1948,1949
281,11,22,2,0,2,0,,0,2,,1948,1949
282,14,22,1,0,0,0,,2,2,,1948,1949
283,15,22,1,0,0,0,,2,2,,1948,1949
284,10,22,0,0,2,0,,0,2,,1947,1948
285,11,22,2,0,2,0,,0,2,,1947,1948
286,14,22,1,0,0,0,,2,2,,1947,1948
287,15,22,1,0,0,0,,2,2,,1947,1948
288,10,22,0,0,2,0,,0,2,,1946,1947
289,11,22,2,0,2,0,,0,2,,1946,1947
290,14,22,1,0,0,0,,2,2,,1946,1947
291,15,22,1,0,0,0,,2,2,,1946,1947
292,10,0,0,0,0,0,No league due to World War II,0,0,,1945,1946
293,11,0,0,0,0,0,No league due to World War II,0,0,,1945,1946
294,14,0,0,0,0,0,No league due to World War II,0,0,,1945,1946
295,15,0,0,0,0,0,No league due to World War II,0,0,,1945,1946
296,10,0,0,0,0,0,No league due to World War II,0,0,,1944,1945
297,11,0,0,0,0,0,No league due to World War II,0,0,,1944,1945
298,14,0,0,0,0,0,No league due to World War II,0,0,,1944,1945
299,15,0,0,0,0,0,No league due to World War II,0,0,,1944,1945
300,10,0,0,0,0,0,No league due to World War II,0,0,,1943,1944
301,11,0,0,0,0,0,No league due to World War II,0,0,,1943,1944
302,14,0,0,0,0,0,No league due to World War II,0,0,,1943,1944
303,15,0,0,0,0,0,No league due to World War II,0,0,,1943,1944
304,10,0,0,0,0,0,No league due to World War II,0,0,,1942,1943
305,11,0,0,0,0,0,No league due to World War II,0,0,,1942,1943
306,14,0,0,0,0,0,No league due to World War II,0,0,,1942,1943
307,15,0,0,0,0,0,No league due to World War II,0,0,,1942,1943
308,10,0,0,0,0,0,No league due to World War II,0,0,,1941,1942
309,11,0,0,0,0,0,No league due to World War II,0,0,,1941,1942
310,14,0,0,0,0,0,No league due to World War II,0,0,,1941,1942
311,15,0,0,0,0,0,No league due to World War II,0,0,,1941,1942
312,10,0,0,0,0,0,No league due to World War II,0,0,,1940,1941
313,11,0,0,0,0,0,No league due to World War II,0,0,,1940,1941
314,14,0,0,0,0,0,No league due to World War II,0,0,,1940,1941
315,15,0,0,0,0,0,No league due to World War II,0,0,,1940,1941
316,10,22,0,0,0,0,Abandoned after 3 matches due to World War II,0,2,,1939,1940
317,11,22,0,0,0,0,Abandoned after 3 matches due to World War II,0,2,,1939,1940
318,14,22,0,0,0,0,Abandoned after 3 matches due to World War II,0,2,,1939,1940
319,15,22,0,0,0,0,Abandoned after 3 matches due to World War II,0,2,,1939,1940
320,10,22,0,0,2,0,,0,2,,1938,1939
321,11,22,2,0,2,0,,0,2,,1938,1939
322,14,22,1,0,0,0,,2,2,,1938,1939
323,15,22,1,0,0,0,,2,2,,1938,1939
324,10,22,0,0,2,0,,0,2,,1937,1938
325,11,22,2,0,2,0,,0,2,,1937,1938
326,14,22,1,0,0,0,Port Vale were transferred to the Third Division South for the 1938 - 1939 season,2,2,,1937,1938
327,15,22,1,0,0,0,,2,2,22,1937,1938
328,10,22,0,0,2,0,,0,2,,1936,1937
329,11,22,2,0,2,0,,0,2,,1936,1937
330,14,22,1,0,0,0,Mansfield Town were transferred to the Third Division South for the 1937 - 1938 season,2,2,,1936,1937
331,15,22,1,0,0,0,,2,2,,1936,1937
332,10,22,0,0,2,0,,0,2,,1935,1936
333,11,22,2,0,2,0,,0,2,,1935,1936
334,14,22,1,0,0,0,Walsall were transferred to the Third Division South for the 1936 - 1937 season,2,2,,1935,1936
335,15,22,1,0,0,0,,2,2,,1935,1936
336,10,22,0,0,2,0,,0,2,,1934,1935
337,11,22,2,0,2,0,,0,2,,1934,1935
338,14,22,1,0,0,0,,2,2,,1934,1935
339,15,22,1,0,0,0,,2,2,,1934,1935
340,10,22,0,0,2,0,,0,2,,1933,1934
341,11,22,2,0,2,0,,0,2,,1933,1934
342,14,22,1,0,0,0,,2,2,,1933,1934
343,15,22,1,0,0,0,,2,2,,1933,1934
344,10,22,0,0,2,0,,0,2,,1932,1933
345,11,22,2,0,2,0,,0,2,,1932,1933
346,14,22,1,0,0,0,,2,2,,1932,1933
347,15,22,1,0,0,0,,2,2,,1932,1933
348,10,22,0,0,2,0,,0,2,,1931,1932
349,11,22,2,0,2,0,,0,2,,1931,1932
350,14,21,1,0,0,0,Wigan Borough reigned mid-season and their results were expunged,2,2,,1931,1932
351,15,22,1,0,0,0,Mansfield Town were transferred to the Third Division North for the 1932 - 1933 season,2,2,22,1931,1932
352,10,22,0,0,2,0,,0,2,,1930,1931
353,11,22,2,0,2,0,,0,2,,1930,1931
354,14,22,1,0,0,0,,2,2,22,1930,1931
355,15,22,1,0,0,0,Walsall were transferred to the Third Division North for the 1931 - 1932 season,2,2,21,1930,1931
356,10,22,0,0,2,0,,0,2,,1929,1930
357,11,22,2,0,2,0,,0,2,,1929,1930
358,14,22,1,0,0,0,,2,2,,1929,1930
359,15,22,1,0,0,0,,2,2,22,1929,1930
360,10,22,0,0,2,0,,0,2,,1928,1929
361,11,22,2,0,2,0,,0,2,,1928,1929
362,14,22,1,0,0,0,,2,2,22,1928,1929
363,15,22,1,0,0,0,,2,2,,1928,1929
364,10,22,0,0,2,0,,0,2,,1927,1928
365,11,22,2,0,2,0,,0,2,,1927,1928
366,14,22,1,0,0,0,,2,2,21,1927,1928
367,15,22,1,0,0,0,,2,2,,1927,1928
368,10,22,0,0,2,0,,0,2,,1926,1927
369,11,22,2,0,2,0,,0,2,,1926,1927
370,14,22,1,0,0,0,Walsall were transferred to the Third Division South for the 1927 - 1928 season,2,2,,1926,1927
371,15,22,1,0,0,0,,2,2,22,1926,1927
372,10,22,0,0,2,0,,0,2,,1925,1926
373,11,22,2,0,2,0,,0,2,,1925,1926
374,14,22,1,0,0,0,Coventry City were transferred to the Third Division South for the 1927 - 1928 season,2,2,,1925,1926
375,15,22,1,0,0,0,,2,2,,1925,1926
376,10,22,0,0,2,0,,0,2,,1924,1925
377,11,22,2,0,2,0,,0,2,,1924,1925
378,14,22,1,0,0,0,,2,2,,1924,1925
379,15,22,1,0,0,0,,2,2,,1924,1925
380,10,22,0,0,2,0,,0,2,,1923,1924
381,11,22,2,0,2,0,,0,2,,1923,1924
382,14,22,1,0,0,0,,2,2,,1923,1924
383,15,22,1,0,0,0,,2,2,,1923,1924
384,10,22,0,0,2,0,,0,2,,1922,1923
385,11,22,2,0,2,0,,0,2,,1922,1923
386,14,20,1,0,0,0,Stalybridge Celtic resigned from the league after the season,2,2,,1922,1923
387,15,22,1,0,0,0,,2,2,,1922,1923
388,10,22,0,0,2,0,,0,2,,1921,1922
389,11,22,2,0,2,0,,0,2,,1921,1922
390,14,20,1,0,0,0,,2,2,,1921,1922
391,15,22,1,0,0,0,,2,2,,1921,1922
392,10,22,0,0,2,0,,0,2,,1920,1921
393,11,22,2,0,1,0,,0,2,,1920,1921
394,13,22,1,0,0,0,,3,2,,1920,1921
395,10,22,0,0,2,0,,0,2,,1919,1920
396,11,22,2,0,1,0,Leeds City were expelled from the league after 8 games with Port Vale taking their place and inheriting their record,2,2,21,1919,1920
397,10,20,0,0,1,0,,0,2,,1914,1915
398,11,20,2,0,0,0,Arsenal, who finished 5th, were also promoted during the league expansion following World War 1,3,2,20,1914,1915
399,10,20,0,0,2,0,,0,2,,1913,1914
400,11,20,2,0,0,0,,3,2,,1913,1914
401,10,20,0,0,2,0,,0,2,,1912,1913
402,11,20,2,0,0,0,,3,2,,1912,1913
403,10,20,0,0,2,0,,0,2,,1911,1912
404,11,20,2,0,0,0,,3,2,20,1911,1912
405,10,20,0,0,2,0,,0,2,,1910,1911
406,11,20,2,0,0,0,,3,2,20,1910,1911
407,10,20,0,0,2,0,,0,2,,1909,1910
408,11,20,2,0,0,0,,3,2,19,1909,1910
409,10,20,0,0,2,0,,0,2,,1908,1909
410,11,20,2,0,0,0,,3,2,19,1908,1909
411,10,20,0,0,2,0,Woolwich Arsenal and Blackburn Rovers tied exactly in 14th place (the only time this has happened),0,2,,1907,1908
412,11,20,2,0,0,0,Stoke resigned from the league after the season due to financial difficulties,3,2,20,1907,1908
413,10,20,0,0,2,0,,0,2,,1906,1907
414,11,20,2,0,0,0,Burslem Port Vale resigned from the league after the season due to financial difficulties,3,2,20,1906,1907
415,10,20,0,0,2,0,,0,2,,1905,1906
416,11,20,2,0,0,0,,3,2,,1905,1906
417,10,18,0,0,0,0,,0,2,,1904,1905
418,11,18,2,0,0,0,,3,2,20,1904,1905
419,10,18,0,0,2,0,,0,2,,1903,1904
420,11,18,2,0,0,0,,3,2,16,1903,1904
421,10,18,0,0,2,0,,0,2,,1902,1903
422,11,18,2,0,0,0,,3,2,16,1902,1903
423,10,18,0,0,2,0,,0,2,,1901,1902
424,11,18,2,0,0,0,,3,2,,1901,1902
425,10,18,0,0,2,0,,0,2,,1900,1901
426,11,18,2,0,0,0,New Brighton Tower resigned from the league after the season due to financial difficulties,3,2,16,1900,1901
427,10,18,0,0,2,0,,0,2,,1899,1900
428,11,18,2,0,0,0,Luton Town also failed to get re-elected,3,2,18,1899,1900
429,10,18,0,0,2,0,,0,2,,1898,1899
430,11,18,2,0,0,0,Blackpool also failed to get re-elected,3,2,18,1898,1899
431,10,16,0,0,0,2,Expansion of the leagues to 18 teams in the 1898-1899 season meant both bottom teams survived,0,2,,1897,1898
432,11,16,0,2,0,0,Expansion of the leagues to 18 teams in the 1898-1899 season meant both top teams were promoted,3,2,,1897,1898
433,10,16,0,0,0,2,Only Burnley were relegated,0,2,,1896,1897
434,11,16,0,2,0,0,Only Notts County were promoted,3,2,15,1896,1897
435,10,16,0,0,0,2,Only Small Heath were relegated,0,2,,1895,1896
436,11,16,0,2,0,0,Only Liverpool were promoted. Rotherham Town and Burslem Port Vale were also not re-elected,3,2,16,1895,1896
437,10,16,0,0,0,3,Only Liverpool were relegated,0,2,,1894,1895
438,11,16,0,3,0,0,Only Bury were promoted. Four re-election places were used as 3rd and 4th bottom had the same points.,4,2,14,1894,1895
439,10,16,0,0,0,3,Darwen and Newton Heath were relegated,0,2,,1893,1894
440,11,15,0,3,0,0,Liverpool and Small Heath were promoted. Middlesbrough Ironopolis folded at the end of the season for financial reasons.,4,2,15,1893,1894
441,10,16,0,0,0,3,Notts County were relegated. Accrington resigned from the league.,0,2,,1892,1893
442,11,12,0,3,0,0,Darwen and Sheffield United were promoted. Bootle folded at the end of the season for financial reasons.,4,2,,1892,1893
443,10,14,0,0,0,0,,4,2,14,1891,1892
444,10,12,0,0,0,0,,4,2,,1890,1891
445,10,12,0,0,0,0,Aston Villa and Bolton Wanderers finished on level points so neither faced re-election,3,2,12,1889,1890
446,10,12,0,0,0,0,,4,2,,1888,1889
447,1,20,0,0,3,0,,0,3,,2018,2019
448,2,24,2,4,3,0,,0,3,,2018,2019
449,4,24,2,4,4,0,,0,3,,2018,2019
450,6,24,3,4,2,0,,0,3,,2018,2019
451,1,20,0,0,3,0,Due to COVID-19, the season was paused between March and June before being completed in June and July.,0,3,,2019,2020
452,2,24,2,4,3,0,Due to COVID-19, the season was paused between March and June before being completed in June and July with the play offs finishing in August.,0,3,,2019,2020
453,4,23,2,4,3,0,Due to COVID-19, the season was terminated early and the final table determined by points-per-game. Play-offs were held in July. Bury were expelled from the EFL on 27th August 2019 due to financial issues. There were no results to expunge.,0,3,,2019,2020
454,6,24,3,4,1,0,Due to COVID-19, the season was terminated early and the final table determined by points-per-game. Play-offs were held in July.,0,3,,2019,2020
